user_id,house_id,rating
9,66fd899c15ecd00aa66615e8,3
10,66fd899c15ecd00aa66615e8,1
1,66fd899c15ecd00aa66615ea,1
2,66fd899c15ecd00aa66615ea,2
3,66fd899c15ecd00aa66615ea,5
4,66fd899c15ecd00aa66615ea,4
5,66fd899c15ecd00aa66615ea,5
6,66fd899c15ecd00aa66615ea,4
7,66fd899c15ecd00aa66615ea,5
8,66fd899c15ecd00aa66615ea,5
9,66fd899c15ecd00aa66615ea,5
10,66fd899c15ecd00aa66615ea,3
1,66fd899c15ecd00aa66615ec,3
2,66fd899c15ecd00aa66615ec,1
3,66fd899c15ecd00aa66615ec,3
4,66fd899c15ecd00aa66615ec,5
5,66fd899c15ecd00aa66615ec,3
6,66fd899c15ecd00aa66615ec,3
7,66fd899c15ecd00aa66615ec,4
8,66fd899c15ecd00aa66615ec,4
9,66fd899c15ecd00aa66615ec,4
10,66fd899c15ecd00aa66615ec,1
1,66fd899c15ecd00aa66615ee,1
2,66fd899c15ecd00aa66615ee,4
3,66fd899c15ecd00aa66615ee,1
4,66fd899c15ecd00aa66615ee,4
5,66fd899c15ecd00aa66615ee,2
6,66fd899c15ecd00aa66615ee,1
7,66fd899c15ecd00aa66615ee,5
8,66fd899c15ecd00aa66615ee,5
9,66fd899c15ecd00aa66615ee,1
10,66fd899c15ecd00aa66615ee,5
1,66fd899c15ecd00aa66615f0,3
2,66fd899c15ecd00aa66615f0,4
3,66fd899c15ecd00aa66615f0,5
4,66fd899c15ecd00aa66615f0,5
5,66fd899c15ecd00aa66615f0,4
6,66fd899c15ecd00aa66615f0,3
7,66fd899c15ecd00aa66615f0,4
8,66fd899c15ecd00aa66615f0,3
9,66fd899c15ecd00aa66615f0,4
10,66fd899c15ecd00aa66615f0,3
1,66fd899d15ecd00aa66615f2,5
2,66fd899d15ecd00aa66615f2,4
3,66fd899d15ecd00aa66615f2,2
4,66fd899d15ecd00aa66615f2,3
5,66fd899d15ecd00aa66615f2,3
6,66fd899d15ecd00aa66615f2,2
7,66fd899d15ecd00aa66615f2,1
8,66fd899d15ecd00aa66615f2,1
9,66fd899d15ecd00aa66615f2,1
10,66fd899d15ecd00aa66615f2,5
1,66fd899d15ecd00aa66615f4,5
2,66fd899d15ecd00aa66615f4,3
3,66fd899d15ecd00aa66615f4,5
4,66fd899d15ecd00aa66615f4,5
5,66fd899d15ecd00aa66615f4,2
6,66fd899d15ecd00aa66615f4,4
7,66fd899d15ecd00aa66615f4,1
8,66fd899d15ecd00aa66615f4,4
9,66fd899d15ecd00aa66615f4,2
10,66fd899d15ecd00aa66615f4,3
1,66fd899d15ecd00aa66615f6,2
2,66fd899d15ecd00aa66615f6,4
3,66fd899d15ecd00aa66615f6,4
4,66fd899d15ecd00aa66615f6,4
5,66fd899d15ecd00aa66615f6,3
6,66fd899d15ecd00aa66615f6,4
7,66fd899d15ecd00aa66615f6,5
8,66fd899d15ecd00aa66615f6,5
9,66fd899d15ecd00aa66615f6,5
10,66fd899d15ecd00aa66615f6,4
1,66fd899d15ecd00aa66615f8,2
2,66fd899d15ecd00aa66615f8,1
3,66fd899d15ecd00aa66615f8,5
4,66fd899d15ecd00aa66615f8,5
5,66fd899d15ecd00aa66615f8,2
6,66fd899d15ecd00aa66615f8,1
7,66fd899d15ecd00aa66615f8,2
8,66fd899d15ecd00aa66615f8,2
9,66fd899d15ecd00aa66615f8,4
10,66fd899d15ecd00aa66615f8,2
1,66fd899d15ecd00aa66615fa,3
2,66fd899d15ecd00aa66615fa,2
3,66fd899d15ecd00aa66615fa,3
4,66fd899d15ecd00aa66615fa,5
5,66fd899d15ecd00aa66615fa,3
6,66fd899d15ecd00aa66615fa,2
7,66fd899d15ecd00aa66615fa,5
8,66fd899d15ecd00aa66615fa,4
9,66fd899d15ecd00aa66615fa,5
10,66fd899d15ecd00aa66615fa,1
1,66fd899e15ecd00aa66615fc,1
2,66fd899e15ecd00aa66615fc,3
3,66fd899e15ecd00aa66615fc,1
4,66fd899e15ecd00aa66615fc,3
5,66fd899e15ecd00aa66615fc,3
6,66fd899e15ecd00aa66615fc,4
7,66fd899e15ecd00aa66615fc,3
8,66fd899e15ecd00aa66615fc,3
9,66fd899e15ecd00aa66615fc,1
10,66fd899e15ecd00aa66615fc,4
1,66fd899e15ecd00aa66615fe,5
2,66fd899e15ecd00aa66615fe,2
3,66fd899e15ecd00aa66615fe,4
4,66fd899e15ecd00aa66615fe,1
5,66fd899e15ecd00aa66615fe,5
6,66fd899e15ecd00aa66615fe,5
7,66fd899e15ecd00aa66615fe,1
8,66fd899e15ecd00aa66615fe,2
9,66fd899e15ecd00aa66615fe,5
10,66fd899e15ecd00aa66615fe,4
1,66fd899e15ecd00aa6661600,3
2,66fd899e15ecd00aa6661600,5
3,66fd899e15ecd00aa6661600,5
4,66fd899e15ecd00aa6661600,4
5,66fd899e15ecd00aa6661600,4
6,66fd899e15ecd00aa6661600,3
7,66fd899e15ecd00aa6661600,2
8,66fd899e15ecd00aa6661600,1
9,66fd899e15ecd00aa6661600,5
10,66fd899e15ecd00aa6661600,5
1,66fd899e15ecd00aa6661602,2
2,66fd899e15ecd00aa6661602,2
3,66fd899e15ecd00aa6661602,5
4,66fd899e15ecd00aa6661602,2
5,66fd899e15ecd00aa6661602,5
6,66fd899e15ecd00aa6661602,1
7,66fd899e15ecd00aa6661602,5
8,66fd899e15ecd00aa6661602,1
9,66fd899e15ecd00aa6661602,5
10,66fd899e15ecd00aa6661602,5
1,66fd899e15ecd00aa6661604,4
2,66fd899e15ecd00aa6661604,1
3,66fd899e15ecd00aa6661604,4
4,66fd899e15ecd00aa6661604,2
5,66fd899e15ecd00aa6661604,5
6,66fd899e15ecd00aa6661604,4
7,66fd899e15ecd00aa6661604,2
8,66fd899e15ecd00aa6661604,1
9,66fd899e15ecd00aa6661604,3
10,66fd899e15ecd00aa6661604,3
1,66fd899e15ecd00aa6661606,2
2,66fd899e15ecd00aa6661606,2
3,66fd899e15ecd00aa6661606,5
4,66fd899e15ecd00aa6661606,1
5,66fd899e15ecd00aa6661606,3
6,66fd899e15ecd00aa6661606,3
7,66fd899e15ecd00aa6661606,3
8,66fd899e15ecd00aa6661606,2
9,66fd899e15ecd00aa6661606,3
10,66fd899e15ecd00aa6661606,4
1,66fd899f15ecd00aa6661608,1
2,66fd899f15ecd00aa6661608,5
3,66fd899f15ecd00aa6661608,2
4,66fd899f15ecd00aa6661608,3
5,66fd899f15ecd00aa6661608,1
6,66fd899f15ecd00aa6661608,4
7,66fd899f15ecd00aa6661608,3
8,66fd899f15ecd00aa6661608,3
9,66fd899f15ecd00aa6661608,1
10,66fd899f15ecd00aa6661608,3
1,66fd899f15ecd00aa666160a,2
2,66fd899f15ecd00aa666160a,5
3,66fd899f15ecd00aa666160a,5
4,66fd899f15ecd00aa666160a,5
5,66fd899f15ecd00aa666160a,2
6,66fd899f15ecd00aa666160a,4
7,66fd899f15ecd00aa666160a,3
8,66fd899f15ecd00aa666160a,1
9,66fd899f15ecd00aa666160a,5
10,66fd899f15ecd00aa666160a,1
1,66fd899f15ecd00aa666160c,3
2,66fd899f15ecd00aa666160c,5
3,66fd899f15ecd00aa666160c,3
4,66fd899f15ecd00aa666160c,2
5,66fd899f15ecd00aa666160c,4
6,66fd899f15ecd00aa666160c,5
7,66fd899f15ecd00aa666160c,2
8,66fd899f15ecd00aa666160c,3
9,66fd899f15ecd00aa666160c,1
10,66fd899f15ecd00aa666160c,2
1,66fd899f15ecd00aa666160e,1
2,66fd899f15ecd00aa666160e,4
3,66fd899f15ecd00aa666160e,1
4,66fd899f15ecd00aa666160e,3
5,66fd899f15ecd00aa666160e,1
6,66fd899f15ecd00aa666160e,4
7,66fd899f15ecd00aa666160e,1
8,66fd899f15ecd00aa666160e,1
9,66fd899f15ecd00aa666160e,3
10,66fd899f15ecd00aa666160e,5
1,66fd899f15ecd00aa6661610,4
2,66fd899f15ecd00aa6661610,3
3,66fd899f15ecd00aa6661610,3
4,66fd899f15ecd00aa6661610,3
5,66fd899f15ecd00aa6661610,2
6,66fd899f15ecd00aa6661610,2
7,66fd899f15ecd00aa6661610,3
8,66fd899f15ecd00aa6661610,2
9,66fd899f15ecd00aa6661610,3
10,66fd899f15ecd00aa6661610,1
1,66fd899f15ecd00aa6661612,5
2,66fd899f15ecd00aa6661612,3
3,66fd899f15ecd00aa6661612,1
4,66fd899f15ecd00aa6661612,5
5,66fd899f15ecd00aa6661612,2
6,66fd899f15ecd00aa6661612,5
7,66fd899f15ecd00aa6661612,3
8,66fd899f15ecd00aa6661612,5
9,66fd899f15ecd00aa6661612,5
10,66fd899f15ecd00aa6661612,1
1,66fd89a015ecd00aa6661614,3
2,66fd89a015ecd00aa6661614,1
3,66fd89a015ecd00aa6661614,1
4,66fd89a015ecd00aa6661614,4
5,66fd89a015ecd00aa6661614,3
6,66fd89a015ecd00aa6661614,3
7,66fd89a015ecd00aa6661614,4
8,66fd89a015ecd00aa6661614,1
9,66fd89a015ecd00aa6661614,2
10,66fd89a015ecd00aa6661614,5
1,66fd89a015ecd00aa6661616,1
2,66fd89a015ecd00aa6661616,2
3,66fd89a015ecd00aa6661616,4
4,66fd89a015ecd00aa6661616,4
5,66fd89a015ecd00aa6661616,5
6,66fd89a015ecd00aa6661616,1
7,66fd89a015ecd00aa6661616,5
8,66fd89a015ecd00aa6661616,5
9,66fd89a015ecd00aa6661616,1
10,66fd89a015ecd00aa6661616,4
1,66fd89a015ecd00aa6661618,5
2,66fd89a015ecd00aa6661618,5
3,66fd89a015ecd00aa6661618,3
4,66fd89a015ecd00aa6661618,1
5,66fd89a015ecd00aa6661618,5
6,66fd89a015ecd00aa6661618,3
7,66fd89a015ecd00aa6661618,5
8,66fd89a015ecd00aa6661618,2
9,66fd89a015ecd00aa6661618,5
10,66fd89a015ecd00aa6661618,1
1,66fd89a015ecd00aa666161a,5
2,66fd89a015ecd00aa666161a,1
3,66fd89a015ecd00aa666161a,5
4,66fd89a015ecd00aa666161a,1
5,66fd89a015ecd00aa666161a,1
6,66fd89a015ecd00aa666161a,3
7,66fd89a015ecd00aa666161a,1
8,66fd89a015ecd00aa666161a,4
9,66fd89a015ecd00aa666161a,3
10,66fd89a015ecd00aa666161a,4
1,66fd89a015ecd00aa666161c,3
2,66fd89a015ecd00aa666161c,2
3,66fd89a015ecd00aa666161c,5
4,66fd89a015ecd00aa666161c,3
5,66fd89a015ecd00aa666161c,4
6,66fd89a015ecd00aa666161c,5
7,66fd89a015ecd00aa666161c,5
8,66fd89a015ecd00aa666161c,1
9,66fd89a015ecd00aa666161c,4
10,66fd89a015ecd00aa666161c,2
1,66fd89a015ecd00aa666161e,5
2,66fd89a015ecd00aa666161e,2
3,66fd89a015ecd00aa666161e,5
4,66fd89a015ecd00aa666161e,5
5,66fd89a015ecd00aa666161e,4
6,66fd89a015ecd00aa666161e,4
7,66fd89a015ecd00aa666161e,5
8,66fd89a015ecd00aa666161e,4
9,66fd89a015ecd00aa666161e,3
10,66fd89a015ecd00aa666161e,2
1,66fd89a015ecd00aa6661620,3
2,66fd89a015ecd00aa6661620,3
3,66fd89a015ecd00aa6661620,1
4,66fd89a015ecd00aa6661620,4
5,66fd89a015ecd00aa6661620,2
6,66fd89a015ecd00aa6661620,2
7,66fd89a015ecd00aa6661620,2
8,66fd89a015ecd00aa6661620,1
9,66fd89a015ecd00aa6661620,4
10,66fd89a015ecd00aa6661620,3
1,66fd89a115ecd00aa6661622,1
2,66fd89a115ecd00aa6661622,4
3,66fd89a115ecd00aa6661622,1
4,66fd89a115ecd00aa6661622,2
5,66fd89a115ecd00aa6661622,1
6,66fd89a115ecd00aa6661622,2
7,66fd89a115ecd00aa6661622,1
8,66fd89a115ecd00aa6661622,5
9,66fd89a115ecd00aa6661622,3
10,66fd89a115ecd00aa6661622,1
1,66fd89a115ecd00aa6661624,1
2,66fd89a115ecd00aa6661624,5
3,66fd89a115ecd00aa6661624,3
4,66fd89a115ecd00aa6661624,2
5,66fd89a115ecd00aa6661624,2
6,66fd89a115ecd00aa6661624,5
7,66fd89a115ecd00aa6661624,2
8,66fd89a115ecd00aa6661624,5
9,66fd89a115ecd00aa6661624,2
10,66fd89a115ecd00aa6661624,3
1,66fd89a115ecd00aa6661626,5
2,66fd89a115ecd00aa6661626,1
3,66fd89a115ecd00aa6661626,4
4,66fd89a115ecd00aa6661626,1
5,66fd89a115ecd00aa6661626,3
6,66fd89a115ecd00aa6661626,4
7,66fd89a115ecd00aa6661626,1
8,66fd89a115ecd00aa6661626,3
9,66fd89a115ecd00aa6661626,3
10,66fd89a115ecd00aa6661626,4
1,66fd89a115ecd00aa6661628,1
2,66fd89a115ecd00aa6661628,5
3,66fd89a115ecd00aa6661628,4
4,66fd89a115ecd00aa6661628,2
5,66fd89a115ecd00aa6661628,5
6,66fd89a115ecd00aa6661628,5
7,66fd89a115ecd00aa6661628,3
8,66fd89a115ecd00aa6661628,4
9,66fd89a115ecd00aa6661628,5
10,66fd89a115ecd00aa6661628,1
1,66fd89a115ecd00aa666162a,4
2,66fd89a115ecd00aa666162a,1
3,66fd89a115ecd00aa666162a,1
4,66fd89a115ecd00aa666162a,4
5,66fd89a115ecd00aa666162a,2
6,66fd89a115ecd00aa666162a,1
7,66fd89a115ecd00aa666162a,4
8,66fd89a115ecd00aa666162a,5
9,66fd89a115ecd00aa666162a,1
10,66fd89a115ecd00aa666162a,2
1,66fd89a115ecd00aa666162c,4
2,66fd89a115ecd00aa666162c,4
3,66fd89a115ecd00aa666162c,4
4,66fd89a115ecd00aa666162c,5
5,66fd89a115ecd00aa666162c,2
6,66fd89a115ecd00aa666162c,4
7,66fd89a115ecd00aa666162c,1
8,66fd89a115ecd00aa666162c,4
9,66fd89a115ecd00aa666162c,1
10,66fd89a115ecd00aa666162c,2
1,66fd89a215ecd00aa666162e,3
2,66fd89a215ecd00aa666162e,4
3,66fd89a215ecd00aa666162e,4
4,66fd89a215ecd00aa666162e,1
5,66fd89a215ecd00aa666162e,1
6,66fd89a215ecd00aa666162e,4
7,66fd89a215ecd00aa666162e,1
8,66fd89a215ecd00aa666162e,2
9,66fd89a215ecd00aa666162e,4
10,66fd89a215ecd00aa666162e,3
1,66fd89a215ecd00aa6661630,2
2,66fd89a215ecd00aa6661630,1
3,66fd89a215ecd00aa6661630,2
4,66fd89a215ecd00aa6661630,2
5,66fd89a215ecd00aa6661630,5
6,66fd89a215ecd00aa6661630,1
7,66fd89a215ecd00aa6661630,4
8,66fd89a215ecd00aa6661630,4
9,66fd89a215ecd00aa6661630,1
10,66fd89a215ecd00aa6661630,4
1,66fd89a215ecd00aa6661632,4
2,66fd89a215ecd00aa6661632,4
3,66fd89a215ecd00aa6661632,5
4,66fd89a215ecd00aa6661632,2
5,66fd89a215ecd00aa6661632,3
6,66fd89a215ecd00aa6661632,3
7,66fd89a215ecd00aa6661632,1
8,66fd89a215ecd00aa6661632,4
9,66fd89a215ecd00aa6661632,2
10,66fd89a215ecd00aa6661632,3
1,66fd89a215ecd00aa6661634,4
2,66fd89a215ecd00aa6661634,3
3,66fd89a215ecd00aa6661634,4
4,66fd89a215ecd00aa6661634,4
5,66fd89a215ecd00aa6661634,4
6,66fd89a215ecd00aa6661634,5
7,66fd89a215ecd00aa6661634,3
8,66fd89a215ecd00aa6661634,3
9,66fd89a215ecd00aa6661634,2
10,66fd89a215ecd00aa6661634,1
1,66fd89a215ecd00aa6661636,4
2,66fd89a215ecd00aa6661636,3
3,66fd89a215ecd00aa6661636,2
4,66fd89a215ecd00aa6661636,5
5,66fd89a215ecd00aa6661636,5
6,66fd89a215ecd00aa6661636,2
7,66fd89a215ecd00aa6661636,5
8,66fd89a215ecd00aa6661636,5
9,66fd89a215ecd00aa6661636,2
10,66fd89a215ecd00aa6661636,3
1,66fd89a215ecd00aa6661638,2
2,66fd89a215ecd00aa6661638,4
3,66fd89a215ecd00aa6661638,2
4,66fd89a215ecd00aa6661638,4
5,66fd89a215ecd00aa6661638,4
6,66fd89a215ecd00aa6661638,1
7,66fd89a215ecd00aa6661638,5
8,66fd89a215ecd00aa6661638,5
9,66fd89a215ecd00aa6661638,3
10,66fd89a215ecd00aa6661638,5
1,66fd89a215ecd00aa666163a,2
2,66fd89a215ecd00aa666163a,1
3,66fd89a215ecd00aa666163a,3
4,66fd89a215ecd00aa666163a,3
5,66fd89a215ecd00aa666163a,5
6,66fd89a215ecd00aa666163a,5
7,66fd89a215ecd00aa666163a,3
8,66fd89a215ecd00aa666163a,1
9,66fd89a215ecd00aa666163a,5
10,66fd89a215ecd00aa666163a,1
1,66fd89a315ecd00aa666163c,2
2,66fd89a315ecd00aa666163c,5
3,66fd89a315ecd00aa666163c,2
4,66fd89a315ecd00aa666163c,5
5,66fd89a315ecd00aa666163c,3
6,66fd89a315ecd00aa666163c,1
7,66fd89a315ecd00aa666163c,2
8,66fd89a315ecd00aa666163c,4
9,66fd89a315ecd00aa666163c,2
10,66fd89a315ecd00aa666163c,2
1,66fd89a315ecd00aa666163e,2
2,66fd89a315ecd00aa666163e,5
3,66fd89a315ecd00aa666163e,1
4,66fd89a315ecd00aa666163e,1
5,66fd89a315ecd00aa666163e,2
6,66fd89a315ecd00aa666163e,4
7,66fd89a315ecd00aa666163e,2
8,66fd89a315ecd00aa666163e,3
9,66fd89a315ecd00aa666163e,2
10,66fd89a315ecd00aa666163e,5
1,66fd89a315ecd00aa6661640,1
2,66fd89a315ecd00aa6661640,4
3,66fd89a315ecd00aa6661640,1
4,66fd89a315ecd00aa6661640,4
5,66fd89a315ecd00aa6661640,2
6,66fd89a315ecd00aa6661640,5
7,66fd89a315ecd00aa6661640,1
8,66fd89a315ecd00aa6661640,1
9,66fd89a315ecd00aa6661640,5
10,66fd89a315ecd00aa6661640,4
1,66fd89a315ecd00aa6661642,1
2,66fd89a315ecd00aa6661642,2
3,66fd89a315ecd00aa6661642,2
4,66fd89a315ecd00aa6661642,5
5,66fd89a315ecd00aa6661642,5
6,66fd89a315ecd00aa6661642,1
7,66fd89a315ecd00aa6661642,4
8,66fd89a315ecd00aa6661642,1
9,66fd89a315ecd00aa6661642,3
10,66fd89a315ecd00aa6661642,1
1,66fd89a315ecd00aa6661644,1
2,66fd89a315ecd00aa6661644,3
3,66fd89a315ecd00aa6661644,3
4,66fd89a315ecd00aa6661644,5
5,66fd89a315ecd00aa6661644,2
6,66fd89a315ecd00aa6661644,3
7,66fd89a315ecd00aa6661644,3
8,66fd89a315ecd00aa6661644,4
9,66fd89a315ecd00aa6661644,2
10,66fd89a315ecd00aa6661644,5
1,66fd89a415ecd00aa6661646,4
2,66fd89a415ecd00aa6661646,1
3,66fd89a415ecd00aa6661646,4
4,66fd89a415ecd00aa6661646,3
5,66fd89a415ecd00aa6661646,4
6,66fd89a415ecd00aa6661646,1
7,66fd89a415ecd00aa6661646,4
8,66fd89a415ecd00aa6661646,2
9,66fd89a415ecd00aa6661646,4
10,66fd89a415ecd00aa6661646,5
1,66fd89a415ecd00aa6661648,1
2,66fd89a415ecd00aa6661648,4
3,66fd89a415ecd00aa6661648,3
4,66fd89a415ecd00aa6661648,1
5,66fd89a415ecd00aa6661648,1
6,66fd89a415ecd00aa6661648,5
7,66fd89a415ecd00aa6661648,4
8,66fd89a415ecd00aa6661648,5
9,66fd89a415ecd00aa6661648,5
10,66fd89a415ecd00aa6661648,5
1,66fd89a415ecd00aa666164a,5
2,66fd89a415ecd00aa666164a,2
3,66fd89a415ecd00aa666164a,4
4,66fd89a415ecd00aa666164a,1
5,66fd89a415ecd00aa666164a,4
6,66fd89a415ecd00aa666164a,1
7,66fd89a415ecd00aa666164a,3
8,66fd89a415ecd00aa666164a,4
9,66fd89a415ecd00aa666164a,3
10,66fd89a415ecd00aa666164a,3
1,66fd89a415ecd00aa666164c,5
2,66fd89a415ecd00aa666164c,2
3,66fd89a415ecd00aa666164c,4
4,66fd89a415ecd00aa666164c,1
5,66fd89a415ecd00aa666164c,4
6,66fd89a415ecd00aa666164c,2
7,66fd89a415ecd00aa666164c,2
8,66fd89a415ecd00aa666164c,5
9,66fd89a415ecd00aa666164c,1
10,66fd89a415ecd00aa666164c,3
1,66fd89a415ecd00aa666164e,5
2,66fd89a415ecd00aa666164e,1
3,66fd89a415ecd00aa666164e,1
4,66fd89a415ecd00aa666164e,1
5,66fd89a415ecd00aa666164e,5
6,66fd89a415ecd00aa666164e,1
7,66fd89a415ecd00aa666164e,2
8,66fd89a415ecd00aa666164e,2
9,66fd89a415ecd00aa666164e,3
10,66fd89a415ecd00aa666164e,1
1,66fd89a415ecd00aa6661650,1
2,66fd89a415ecd00aa6661650,3
3,66fd89a415ecd00aa6661650,5
4,66fd89a415ecd00aa6661650,5
5,66fd89a415ecd00aa6661650,4
6,66fd89a415ecd00aa6661650,3
7,66fd89a415ecd00aa6661650,5
8,66fd89a415ecd00aa6661650,2
9,66fd89a415ecd00aa6661650,1
10,66fd89a415ecd00aa6661650,3
1,66fd89a415ecd00aa6661652,5
2,66fd89a415ecd00aa6661652,1
3,66fd89a415ecd00aa6661652,3
4,66fd89a415ecd00aa6661652,2
5,66fd89a415ecd00aa6661652,2
6,66fd89a415ecd00aa6661652,3
7,66fd89a415ecd00aa6661652,3
8,66fd89a415ecd00aa6661652,4
9,66fd89a415ecd00aa6661652,2
10,66fd89a415ecd00aa6661652,1
1,66fd89a415ecd00aa6661654,1
2,66fd89a415ecd00aa6661654,4
3,66fd89a415ecd00aa6661654,5
4,66fd89a415ecd00aa6661654,5
5,66fd89a415ecd00aa6661654,5
6,66fd89a415ecd00aa6661654,4
7,66fd89a415ecd00aa6661654,2
8,66fd89a415ecd00aa6661654,5
9,66fd89a415ecd00aa6661654,4
10,66fd89a415ecd00aa6661654,3
1,66fd89a515ecd00aa6661656,4
2,66fd89a515ecd00aa6661656,3
3,66fd89a515ecd00aa6661656,5
4,66fd89a515ecd00aa6661656,1
5,66fd89a515ecd00aa6661656,2
6,66fd89a515ecd00aa6661656,3
7,66fd89a515ecd00aa6661656,2
8,66fd89a515ecd00aa6661656,4
9,66fd89a515ecd00aa6661656,2
10,66fd89a515ecd00aa6661656,2
1,66fd89a515ecd00aa6661658,1
2,66fd89a515ecd00aa6661658,5
3,66fd89a515ecd00aa6661658,3
4,66fd89a515ecd00aa6661658,2
5,66fd89a515ecd00aa6661658,5
6,66fd89a515ecd00aa6661658,1
7,66fd89a515ecd00aa6661658,5
8,66fd89a515ecd00aa6661658,5
9,66fd89a515ecd00aa6661658,5
10,66fd89a515ecd00aa6661658,1
1,66fd89a515ecd00aa666165a,2
2,66fd89a515ecd00aa666165a,2
3,66fd89a515ecd00aa666165a,5
4,66fd89a515ecd00aa666165a,3
5,66fd89a515ecd00aa666165a,4
6,66fd89a515ecd00aa666165a,3
7,66fd89a515ecd00aa666165a,1
8,66fd89a515ecd00aa666165a,1
9,66fd89a515ecd00aa666165a,1
10,66fd89a515ecd00aa666165a,5
1,66fd89a515ecd00aa666165c,5
2,66fd89a515ecd00aa666165c,3
3,66fd89a515ecd00aa666165c,5
4,66fd89a515ecd00aa666165c,1
5,66fd89a515ecd00aa666165c,2
6,66fd89a515ecd00aa666165c,1
7,66fd89a515ecd00aa666165c,5
8,66fd89a515ecd00aa666165c,5
9,66fd89a515ecd00aa666165c,3
10,66fd89a515ecd00aa666165c,5
1,66fd89a515ecd00aa666165e,5
2,66fd89a515ecd00aa666165e,3
3,66fd89a515ecd00aa666165e,2
4,66fd89a515ecd00aa666165e,1
5,66fd89a515ecd00aa666165e,2
6,66fd89a515ecd00aa666165e,2
7,66fd89a515ecd00aa666165e,5
8,66fd89a515ecd00aa666165e,2
9,66fd89a515ecd00aa666165e,3
10,66fd89a515ecd00aa666165e,2
1,66fd89a515ecd00aa6661660,2
2,66fd89a515ecd00aa6661660,2
3,66fd89a515ecd00aa6661660,4
4,66fd89a515ecd00aa6661660,1
5,66fd89a515ecd00aa6661660,3
6,66fd89a515ecd00aa6661660,2
7,66fd89a515ecd00aa6661660,5
8,66fd89a515ecd00aa6661660,2
9,66fd89a515ecd00aa6661660,4
10,66fd89a515ecd00aa6661660,3
1,66fd89a515ecd00aa6661662,5
2,66fd89a515ecd00aa6661662,5
3,66fd89a515ecd00aa6661662,5
4,66fd89a515ecd00aa6661662,1
5,66fd89a515ecd00aa6661662,5
6,66fd89a515ecd00aa6661662,1
7,66fd89a515ecd00aa6661662,3
8,66fd89a515ecd00aa6661662,5
9,66fd89a515ecd00aa6661662,3
10,66fd89a515ecd00aa6661662,3
1,66fd89a615ecd00aa6661664,5
2,66fd89a615ecd00aa6661664,3
3,66fd89a615ecd00aa6661664,4
4,66fd89a615ecd00aa6661664,3
5,66fd89a615ecd00aa6661664,1
6,66fd89a615ecd00aa6661664,2
7,66fd89a615ecd00aa6661664,1
8,66fd89a615ecd00aa6661664,3
9,66fd89a615ecd00aa6661664,4
10,66fd89a615ecd00aa6661664,2
1,66fd89a615ecd00aa6661666,3
2,66fd89a615ecd00aa6661666,2
3,66fd89a615ecd00aa6661666,2
4,66fd89a615ecd00aa6661666,5
5,66fd89a615ecd00aa6661666,4
6,66fd89a615ecd00aa6661666,1
7,66fd89a615ecd00aa6661666,3
8,66fd89a615ecd00aa6661666,4
9,66fd89a615ecd00aa6661666,3
10,66fd89a615ecd00aa6661666,2
1,66fd89a615ecd00aa6661668,5
2,66fd89a615ecd00aa6661668,4
3,66fd89a615ecd00aa6661668,4
4,66fd89a615ecd00aa6661668,1
5,66fd89a615ecd00aa6661668,2
6,66fd89a615ecd00aa6661668,1
7,66fd89a615ecd00aa6661668,1
8,66fd89a615ecd00aa6661668,3
9,66fd89a615ecd00aa6661668,2
10,66fd89a615ecd00aa6661668,2
